run
new champ,3239aec5-f722-43e4-8f56-055239d462c1
4a3a9a31-7653-428e-bd3d-ee508f52528a,13feb1fb-88b4-4988-a54e-c09a23b1492c,"[0, 0, 0, 0]","[2, 3]","[0, 0]",0.39
808c2526-b2b2-4c4d-b227-d72ec35278da,13feb1fb-88b4-4988-a54e-c09a23b1492c,"[0, 0, 2, 4]","[2, 3]","[0, 0.019926382812499997]",0.39
b3346236-24c6-4db2-9b12-61d6c5b15831,621ba99f-97fb-4e80-ab64-e1c7f56b7dc5,"[1, 1, 1, 1]","[0, 1]","[0, 0]",0.17
62f68821-4dc5-40a5-b059-c33874c4abc2,7fea577b-5885-4b20-a72d-a807b3e8a268,"[0, 0, 0, 1]","[2, 3]","[0.009312500000000001, 0]",0.62
d53422df-2f37-402e-81e2-66000ff1f5dc,7fea577b-5885-4b20-a72d-a807b3e8a268,"[0, 0, 3, 4]","[2, 3]","[0, 0]",0.62
86356b0c-499d-4bd9-a99a-828b9753ac3e,681fed2e-8c71-4dea-98f4-d366a6315df6,"[1, 2, 0, 0]","[0, 1]","[0.005, 0]",0.71
e94407f5-9f6a-4e22-94d3-2996e4ce1086,681fed2e-8c71-4dea-98f4-d366a6315df6,"[1, 2, 2, 4]","[0, 1]","[0, 1.041388431743164]",0.71
56aa8a20-46a6-4c82-8f61-cfd26c024f1f,a9ab1afa-c283-4503-a860-de9733656c6e,"[0, 1, 0, 0]","[2, 3]","[0, 0]",0.16000000000000003
7959d70a-5c4c-477d-9c17-6544e881c6da,a9ab1afa-c283-4503-a860-de9733656c6e,"[0, 1, 2, 2]","[2, 3]","[0, 0.005]",0.16000000000000003
4f850832-24c8-487c-942c-e5c8a3b83b05,bf7ad684-ba19-4e9d-8d8e-e0c88ee175c6,"[1, 1, 1, 1]","[0, 1]","[0, 0.012070203125]",0.18000000000000002
8e49e68b-663a-4fa4-b010-0e06552d0e93,b4735574-ddc1-4675-8964-3a27715248b0,"[0, 0, 0, 1]","[2, 3]","[3.559936331742188, 0]",0.4400000000000001
353ec035-0373-4955-8dfe-a1136fc27ab5,b4735574-ddc1-4675-8964-3a27715248b0,"[0, 0, 3, 4]","[2, 3]","[0, 0]",0.4400000000000001
97c1e2ef-3ff0-4cb6-a8b0-9ec284002f77,29e305e0-1c01-4b6f-ac05-ff1c45577def,"[1, 2, 0, 3]","[0, 1]","[5.107416055897614, 0]",0.74
62bb554d-2242-442c-ae53-f6bfd970f83d,48ef444d-432f-44eb-84a5-645d3b0899a3,"[0, 4, 1, 4]","[2, 3]","[0, 14.615879644818929]",0.56
caccf9e9-d4b1-4036-abe0-ae36f578f156,9ab482d1-1be3-45ca-9846-b62c62d98710,"[1, 0, 3, 3]","[0, 1]","[0, 0]",0.09000000000000001
4aee95f0-b0e8-41e2-9629-fa81e278eb44,97565e63-520f-4899-9efc-99e36ca48e62,"[0, 4, 0, 1]","[2, 3]","[28.634226337226565, 0]",0.37
9bcb9ecc-15a0-4fb6-9611-eca461833bd9,97565e63-520f-4899-9efc-99e36ca48e62,"[0, 4, 3, 4]","[2, 3]","[0, 1.8662674427626955]",0.37
13c3f756-2af9-40ed-9325-77aa33ab3ea2,7ea9cb3c-760e-4980-a329-3007f83be2ef,"[1, 2, 0, 3]","[0, 1]","[4.873732276615723, 0]",0.72
fb52c854-46b9-4b22-a4c9-ec72ddff50fa,7eaeceb1-803f-4d5d-8e02-2514fe8bc458,"[0, 4, 0, 1]","[2, 3]","[3.993211204549455, 0]",0.53
d7f1a2a1-ab81-4eed-8016-f70d00bf4595,7eaeceb1-803f-4d5d-8e02-2514fe8bc458,"[0, 4, 3, 4]","[2, 3]","[0, 10.134638832031252]",0.53
807b9355-6f93-4772-abfe-dd6a884ac456,2ff9557f-a55a-461f-9dfe-e66affab3f93,"[1, 2, 0, 3]","[0, 1]","[0.014775, 0]",0.71
3298a246-4cd8-4304-b6db-0870ce22af68,7d224cd0-1b8f-4da2-9d9a-89daebe93bc4,"[0, 4, 0, 3]","[2, 3]","[47.8569796454418, 0]",0.53
b2efa31a-b577-4ec5-ba8c-42d34d3861b4,f2c08ea1-944d-41b4-a7e8-7b42e2549a88,"[1, 4, 2, 4]","[0, 1]","[0, 96.875]",100.19
new champ,535054b9-8a34-4f3f-a64e-8a40953c53a7
4a3a9a31-7653-428e-bd3d-ee508f52528a,13feb1fb-88b4-4988-a54e-c09a23b1492c,"[0, 0, 0, 0]","[2, 3]","[0, 0]",0.39
808c2526-b2b2-4c4d-b227-d72ec35278da,13feb1fb-88b4-4988-a54e-c09a23b1492c,"[0, 0, 2, 4]","[2, 3]","[0, 0.005]",0.39
b3346236-24c6-4db2-9b12-61d6c5b15831,621ba99f-97fb-4e80-ab64-e1c7f56b7dc5,"[1, 1, 1, 1]","[0, 1]","[0, 0.8627004023150755]",0.17
62f68821-4dc5-40a5-b059-c33874c4abc2,7fea577b-5885-4b20-a72d-a807b3e8a268,"[0, 0, 0, 1]","[2, 3]","[6.287558807384425, 0]",0.62
d53422df-2f37-402e-81e2-66000ff1f5dc,7fea577b-5885-4b20-a72d-a807b3e8a268,"[0, 0, 3, 4]","[2, 3]","[0, 0]",0.62
86356b0c-499d-4bd9-a99a-828b9753ac3e,681fed2e-8c71-4dea-98f4-d366a6315df6,"[1, 2, 0, 0]","[0, 1]","[4.695146826743164, 0]",0.71
e94407f5-9f6a-4e22-94d3-2996e4ce1086,681fed2e-8c71-4dea-98f4-d366a6315df6,"[1, 2, 2, 4]","[0, 1]","[0, 3.3042812259354752]",0.71
56aa8a20-46a6-4c82-8f61-cfd26c024f1f,a9ab1afa-c283-4503-a860-de9733656c6e,"[0, 1, 0, 0]","[2, 3]","[0, 0]",0.16000000000000003
7959d70a-5c4c-477d-9c17-6544e881c6da,a9ab1afa-c283-4503-a860-de9733656c6e,"[0, 1, 2, 2]","[2, 3]","[0, 0.021949628906249997]",0.16000000000000003
4f850832-24c8-487c-942c-e5c8a3b83b05,bf7ad684-ba19-4e9d-8d8e-e0c88ee175c6,"[1, 1, 1, 1]","[0, 1]","[0, 0.016460625]",0.18000000000000002
8e49e68b-663a-4fa4-b010-0e06552d0e93,b4735574-ddc1-4675-8964-3a27715248b0,"[0, 0, 0, 1]","[2, 3]","[2.07126898828125, 0]",0.4400000000000001
353ec035-0373-4955-8dfe-a1136fc27ab5,b4735574-ddc1-4675-8964-3a27715248b0,"[0, 0, 3, 4]","[2, 3]","[0, 0]",0.4400000000000001
97c1e2ef-3ff0-4cb6-a8b0-9ec284002f77,29e305e0-1c01-4b6f-ac05-ff1c45577def,"[1, 2, 0, 3]","[0, 1]","[7.059117443285223, 0]",0.74
62bb554d-2242-442c-ae53-f6bfd970f83d,48ef444d-432f-44eb-84a5-645d3b0899a3,"[0, 4, 1, 4]","[2, 3]","[0, 23.874488987453873]",0.56
caccf9e9-d4b1-4036-abe0-ae36f578f156,9ab482d1-1be3-45ca-9846-b62c62d98710,"[1, 0, 3, 3]","[0, 1]","[0, 0]",0.09000000000000001
4aee95f0-b0e8-41e2-9629-fa81e278eb44,97565e63-520f-4899-9efc-99e36ca48e62,"[0, 4, 0, 1]","[2, 3]","[4.97641369188461, 0]",0.37
9bcb9ecc-15a0-4fb6-9611-eca461833bd9,97565e63-520f-4899-9efc-99e36ca48e62,"[0, 4, 3, 4]","[2, 3]","[0, 4.4940096518382235]",0.37
13c3f756-2af9-40ed-9325-77aa33ab3ea2,7ea9cb3c-760e-4980-a329-3007f83be2ef,"[1, 2, 0, 3]","[0, 1]","[4.143141835233214, 0]",0.72
fb52c854-46b9-4b22-a4c9-ec72ddff50fa,7eaeceb1-803f-4d5d-8e02-2514fe8bc458,"[0, 4, 0, 3]","[2, 3]","[57.20986717071729, 0]",0.53
fb9b0ba4-c9b1-4d5c-93f8-3a7da5f9c3c3,fa5d6d5f-2a08-4ddf-8809-d707626c3997,"[1, 4, 2, 4]","[0, 1]","[0, 96.875]",100.18
new champ,6c94429a-0fde-4f32-b9f5-937aedffa497
4a3a9a31-7653-428e-bd3d-ee508f52528a,13feb1fb-88b4-4988-a54e-c09a23b1492c,"[0, 0, 0, 0]","[2, 3]","[0, 0]",0.39
808c2526-b2b2-4c4d-b227-d72ec35278da,13feb1fb-88b4-4988-a54e-c09a23b1492c,"[0, 0, 2, 4]","[2, 3]","[0, 0.0171525]",0.39
b3346236-24c6-4db2-9b12-61d6c5b15831,621ba99f-97fb-4e80-ab64-e1c7f56b7dc5,"[1, 1, 1, 1]","[0, 1]","[0, 0.005]",0.17
62f68821-4dc5-40a5-b059-c33874c4abc2,7fea577b-5885-4b20-a72d-a807b3e8a268,"[0, 0, 0, 1]","[2, 3]","[0.7889188258759386, 0]",0.62
